Race_Ethc_Visa,Gender,HSGPA,SAT_Total,Entry_Term,Term.GPA,Persistence.NextYear,N.RegisteredCourse,N.Ws,N.DFs,N.As,N.PassedCourse,N.CourseTaken,Perc.PassedEnrolledCourse,Perc.Pass,Perc.Withd,N.GraduateCourse,FullTimeStudent
Hispanic,Female,63,1429,2151,2.01,1,5,0,2,2,3,5,0.6,0.6,0,0,1
Hispanic,Male,66,960,2151,1.05,0,4,0,3,1,1,4,0.25,0.25,0,2,1
Afram,Male,93,1016,2131,0.72,1,5,0,0,3,5,5,1,1,0,1,1
Hispanic,Male,84,1322,2131,0.57,0,2,2,0,0,0,0,0,NA,1,0,0
Multi,Female,66,1055,2151,1.72,0,3,0,1,0,2,3,0.666666667,0.666666667,0,1,1
Asian,Male,79,1148,2151,1.89,0,5,0,2,1,3,5,0.6,0.6,0,0,1
Afram,Male,56,942,2151,1.97,1,5,1,1,3,3,4,0.6,0.75,0.2,1,1
Hispanic,Female,91,1334,2151,0.94,1,2,0,1,0,1,2,0.5,0.5,0,0,0
Multi,Female,99,1165,2151,3.64,1,6,2,2,1,2,4,0.333333333,0.5,0.333333333,2,1
White,Female,69,965,2151,2.6,1,2,1,1,0,0,1,0,0,0.5,0,0
Hispanic,Male,96,1100,2151,1.82,1,4,1,1,0,2,3,0.5,0.666666667,0.25,1,1
Afram,Female,73,1279,2151,3.2,1,7,1,1,2,5,6,0.714285714,0.833333333,0.142857143,1,1
Multi,Female,59,1326,2151,0.65,0,2,0,0,0,2,2,1,1,0,0,0
Multi,Male,63,1094,2151,1.68,0,2,0,1,1,1,2,0.5,0.5,0,0,0
Asian,Male,74,1431,2131,0.91,0,1,0,0,1,1,1,1,1,0,0,0
Afram,Male,68,1232,2151,1.94,0,5,2,1,0,2,3,0.4,0.666666667,0.4,1,1
Multi,Male,88,1063,2151,3.65,1,6,1,2,1,3,5,0.5,0.6,0.166666667,3,1
Multi,Female,71,1479,2151,1.76,0,3,0,1,2,2,3,0.666666667,0.666666667,0,0,1
Asian,Female,89,1371,2151,0.74,0,3,0,1,0,2,3,0.666666667,0.666666667,0,2,1
White,Female,67,1206,2151,1.56,1,2,0,2,0,0,2,0,0,0,1,0
Hispanic,Male,85,951,2151,3.4,1,2,0,1,1,1,2,0.5,0.5,0,1,0
Afram,Female,98,1274,2151,2,1,2,0,1,0,1,2,0.5,0.5,0,0,0
Afram,Female,70,905,2151,1.87,1,1,0,1,0,0,1,0,0,0,0,0
White,Female,78,1052,2151,2.23,1,3,1,1,0,1,2,0.333333333,0.5,0.333333333,2,0
White,Female,84,1564,2151,3.78,1,3,1,0,1,2,2,0.666666667,1,0.333333333,0,0
Afram,Male,93,1032,2131,3.34,1,5,0,0,4,5,5,1,1,0,2,1
Multi,Female,74,1433,2151,2.75,1,5,0,2,1,3,5,0.6,0.6,0,1,1
Multi,Female,90,1215,2151,3.85,1,4,1,0,0,3,3,0.75,1,0.25,1,1
Hispanic,Female,61,1122,2151,3.11,1,3,1,2,0,0,2,0,0,0.333333333,0,0
Afram,Female,65,1518,2151,1.3,0,3,0,1,1,2,3,0.666666667,0.666666667,0,0,1
White,Male,97,1126,2151,2.59,1,4,0,3,0,1,4,0.25,0.25,0,1,1
Hispanic,Female,63,1532,2151,0.86,0,5,1,3,0,1,4,0.2,0.25,0.2,2,1
Afram,Male,66,1114,2151,0.63,0,4,0,2,0,2,4,0.5,0.5,0,1,1
White,Male,71,1536,2151,1.31,0,2,0,0,0,2,2,1,1,0,0,0
Hispanic,Male,86,1546,2151,1.58,1,4,1,1,1,2,3,0.5,0.666666667,0.25,0,1
Multi,Male,56,1311,2151,2.95,1,4,0,2,2,2,4,0.5,0.5,0,0,1
Asian,Female,80,1550,2131,1.39,1,2,0,0,0,2,2,1,1,0,0,0
Multi,Male,88,966,2151,2.97,1,3,0,1,0,2,3,0.666666667,0.666666667,0,1,1
Asian,Female,73,1373,2151,2.16,1,2,0,0,0,2,2,1,1,0,0,0
White,Male,59,1382,2151,0.55,1,2,0,0,1,2,2,1,1,0,0,0
Hispanic,Female,50,1414,2151,1.97,0,3,1,1,0,1,2,0.333333333,0.5,0.333333333,0,0
Multi,Female,84,1538,2151,3.48,1,3,3,0,0,0,0,0,NA,1,0,0
Multi,Male,82,1165,2151,3.51,1,6,0,2,1,4,6,0.666666667,0.666666667,0,0,1
Hispanic,Male,83,1540,2151,1.73,0,1,0,0,1,1,1,1,1,0,0,0
White,Male,94,1168,2151,2.98,1,2,0,2,0,0,2,0,0,0,0,0
Hispanic,Female,53,1072,2151,1.77,0,4,1,1,1,2,3,0.5,0.666666667,0.25,0,1
Afram,Female,72,1003,2151,2.68,1,5,0,3,0,2,5,0.4,0.4,0,0,1
White,Male,100,1436,2131,1.47,1,5,2,0,1,3,3,0.6,1,0.4,0,1
Hispanic,Female,73,1273,2151,1.89,1,1,0,1,0,0,1,0,0,0,0,0
White,Male,86,1564,2151,3.11,0,3,0,0,0,3,3,1,1,0,0,1
White,Female,65,996,2151,0.87,0,2,1,0,0,1,1,0.5,1,0.5,0,0
Asian,Female,71,1399,2151,2.53,1,5,1,1,1,3,4,0.6,0.75,0.2,1,1
Asian,Male,69,1130,2151,1.46,0,1,0,1,0,0,1,0,0,0,0,0
Hispanic,Male,100,1599,2151,3.29,1,2,0,1,1,1,2,0.5,0.5,0,0,0
Asian,Male,57,1225,2151,0.51,0,2,0,2,0,0,2,0,0,0,1,0
Hispanic,Female,91,1145,2151,1.73,1,4,1,3,0,0,3,0,0,0.25,1,1
White,Male,61,1085,2151,3.85,1,2,0,1,0,1,2,0.5,0.5,0,0,0
White,Male,87,1160,2151,1.5,1,8,1,5,0,2,7,0.25,0.285714286,0.125,2,1
Asian,Male,86,1290,2131,0.73,0,3,3,0,0,0,0,0,NA,1,0,0
White,Male,62,1469,2151,1.64,1,6,4,1,0,1,2,0.166666667,0.5,0.666666667,1,0
Hispanic,Male,63,1302,2151,3.87,1,4,1,0,3,3,3,0.75,1,0.25,0,1
Hispanic,Female,94,1268,2151,3.84,1,3,0,1,0,2,3,0.666666667,0.666666667,0,0,1
Hispanic,Male,82,1202,2151,2.09,1,5,0,4,0,1,5,0.2,0.2,0,1,1
White,Male,78,1161,2151,1.71,0,5,2,1,0,2,3,0.4,0.666666667,0.4,0,1
Multi,Male,63,1329,2151,3.61,1,5,2,3,0,0,3,0,0,0.4,1,1
Multi,Male,88,1574,2151,2.19,1,5,1,0,1,4,4,0.8,1,0.2,1,1
Afram,Male,86,1555,2151,3.46,1,4,0,2,1,2,4,0.5,0.5,0,1,1
Afram,Female,78,1080,2151,2.6,1,1,0,1,0,0,1,0,0,0,1,0
Asian,Male,60,1018,2151,2.21,1,2,0,0,1,2,2,1,1,0,1,0
White,Female,65,1434,2131,3.35,1,4,3,0,0,1,1,0.25,1,0.75,1,0
White,Male,87,1479,2151,2.66,1,4,1,2,1,1,3,0.25,0.333333333,0.25,2,1
Hispanic,Female,82,1473,2151,3.21,1,5,0,3,1,2,5,0.4,0.4,0,1,1
Asian,Male,57,1007,2151,3.16,1,3,1,0,1,2,2,0.666666667,1,0.333333333,0,0
Hispanic,Female,65,1404,2151,1.77,0,4,0,1,1,3,4,0.75,0.75,0,0,1
Hispanic,Male,90,946,2151,3.24,0,4,1,2,1,1,3,0.25,0.333333333,0.25,0,1
Hispanic,Female,97,1156,2151,3.31,1,3,0,2,1,1,3,0.333333333,0.333333333,0,1,1
Asian,Female,74,1437,2151,1.55,1,2,0,0,1,2,2,1,1,0,0,0
Afram,Male,77,1339,2151,1.91,0,2,0,1,0,1,2,0.5,0.5,0,0,0
Multi,Female,88,1394,2151,2.48,1,6,0,4,2,2,6,0.333333333,0.333333333,0,0,1
Afram,Male,84,1011,2151,1.51,0,4,0,2,0,2,4,0.5,0.5,0,1,1
Hispanic,Male,80,1258,2131,1.75,0,3,0,0,1,3,3,1,1,0,1,1
Afram,Male,98,1516,2151,2.05,1,3,0,1,1,2,3,0.666666667,0.666666667,0,0,1
Afram,Female,83,1376,2151,1.02,1,1,0,0,1,1,1,1,1,0,0,0
White,Female,58,1005,2151,0.78,0,4,2,1,0,1,2,0.25,0.5,0.5,1,0
Asian,Male,89,1526,2151,1.87,1,2,0,1,1,1,2,0.5,0.5,0,0,0
Multi,Male,57,1479,2151,3.4,1,7,3,1,1,3,4,0.428571429,0.75,0.428571429,1,1
Multi,Female,70,1441,2151,2.62,1,3,1,1,0,1,2,0.333333333,0.5,0.333333333,0,0
White,Male,91,1060,2151,2,1,8,0,3,3,5,8,0.625,0.625,0,2,1
Afram,Female,66,1591,2151,1.92,0,3,2,0,0,1,1,0.333333333,1,0.666666667,0,0
Hispanic,Male,79,1262,2151,0.7,0,2,0,0,0,2,2,1,1,0,1,0
Asian,Male,52,1361,2151,1.37,0,2,1,0,0,1,1,0.5,1,0.5,0,0
Afram,Male,91,1293,2131,2.59,1,5,3,0,1,2,2,0.4,1,0.6,1,0
Hispanic,Male,91,1323,2151,3.03,1,2,0,1,1,1,2,0.5,0.5,0,0,0
Hispanic,Female,71,1098,2151,3.37,1,8,0,5,1,3,8,0.375,0.375,0,1,1
Afram,Female,76,1091,2151,2.59,1,4,0,2,0,2,4,0.5,0.5,0,1,1
Hispanic,Male,83,1373,2151,3.86,1,2,0,0,1,2,2,1,1,0,1,0
Afram,Male,83,1192,2151,1.71,1,4,2,0,1,2,2,0.5,1,0.5,2,0
White,Female,86,1228,2151,2.74,1,1,1,0,0,0,0,0,NA,1,0,0
Multi,Female,72,1412,2151,1.32,0,2,1,0,1,1,1,0.5,1,0.5,1,0
Hispanic,Female,99,1580,2151,2.56,1,6,2,3,0,1,4,0.166666667,0.25,0.333333333,1,1
Afram,Female,82,1599,2151,1.62,0,7,1,2,2,4,6,0.571428571,0.666666667,0.142857143,1,1
Asian,Male,92,1334,2151,2.16,1,3,0,0,0,3,3,1,1,0,1,1
Hispanic,Female,98,1139,2151,2.35,1,3,0,1,0,2,3,0.666666667,0.666666667,0,0,1
Hispanic,Female,81,1259,2151,0.79,0,2,0,2,0,0,2,0,0,0,0,0
Multi,Male,70,1239,2151,3.24,0,4,0,2,1,2,4,0.5,0.5,0,1,1
Multi,Female,90,987,2151,2.11,1,4,0,0,1,4,4,1,1,0,0,1
Afram,Male,52,1406,2151,1.63,0,6,1,1,2,4,5,0.666666667,0.8,0.166666667,1,1
Hispanic,Female,68,940,2151,1.26,0,1,0,1,0,0,1,0,0,0,0,0
Asian,Female,73,967,2151,1.31,1,3,1,1,0,1,2,0.333333333,0.5,0.333333333,1,0
Multi,Male,66,1459,2151,0.78,0,2,0,1,1,1,2,0.5,0.5,0,0,0
Asian,Female,84,956,2151,0.57,0,2,0,2,0,0,2,0,0,0,1,0
Asian,Male,71,956,2151,0.95,1,5,0,3,0,2,5,0.4,0.4,0,0,1
Multi,Male,68,1080,2131,2.52,1,2,0,0,1,2,2,1,1,0,0,0
Multi,Male,74,1379,2131,2.24,1,2,1,0,1,1,1,0.5,1,0.5,0,0
Asian,Female,92,1111,2151,1.24,1,5,2,2,0,1,3,0.2,0.333333333,0.4,0,1
Multi,Male,90,920,2151,1.39,0,2,0,2,0,0,2,0,0,0,0,0
Hispanic,Male,90,977,2151,1.09,0,2,0,0,1,2,2,1,1,0,0,0
Asian,Female,75,1257,2151,0.75,0,3,2,0,0,1,1,0.333333333,1,0.666666667,0,0
Hispanic,Female,64,1224,2151,1.35,0,5,0,1,3,4,5,0.8,0.8,0,1,1
Multi,Female,55,1492,2151,2.92,1,2,0,0,0,2,2,1,1,0,0,0
Multi,Female,84,900,2151,0.67,0,3,0,0,1,3,3,1,1,0,1,1
Hispanic,Female,85,1022,2151,3.82,1,4,1,2,0,1,3,0.25,0.333333333,0.25,1,1
Multi,Male,89,990,2151,1.79,1,3,0,2,0,1,3,0.333333333,0.333333333,0,2,1
Multi,Male,82,1026,2151,3.67,1,3,0,3,0,0,3,0,0,0,2,1
Hispanic,Male,65,1536,2131,2.67,1,5,1,0,1,4,4,0.8,1,0.2,2,1
Multi,Male,80,1031,2151,2.81,1,3,0,1,2,2,3,0.666666667,0.666666667,0,0,1
Hispanic,Female,50,1417,2151,3.26,0,3,1,1,0,1,2,0.333333333,0.5,0.333333333,1,0
Multi,Female,56,1334,2151,1.48,1,4,0,1,1,3,4,0.75,0.75,0,1,1
Afram,Female,75,1270,2151,0.9,0,1,1,0,0,0,0,0,NA,1,0,0
White,Male,90,1560,2151,3.2,1,3,3,0,0,0,0,0,NA,1,1,0
Multi,Female,63,1391,2151,1.69,0,1,0,0,1,1,1,1,1,0,0,0
Asian,Male,75,1462,2151,2.78,1,3,0,0,2,3,3,1,1,0,1,1
Afram,Male,58,1374,2151,3.96,1,6,1,2,3,3,5,0.5,0.6,0.166666667,1,1
Multi,Male,75,959,2151,3.66,1,2,0,0,1,2,2,1,1,0,1,0
Afram,Male,66,1206,2151,0.91,1,1,0,1,0,0,1,0,0,0,0,0
Asian,Male,89,1474,2131,3.86,1,5,2,0,0,3,3,0.6,1,0.4,1,1
Asian,Female,70,1029,2151,2.44,1,3,1,0,1,2,2,0.666666667,1,0.333333333,0,0
White,Male,82,1146,2151,2.63,1,4,0,2,1,2,4,0.5,0.5,0,1,1
Multi,Female,53,1451,2151,1.78,0,1,0,0,0,1,1,1,1,0,0,0
Asian,Female,82,1441,2151,3.87,1,6,0,1,0,5,6,0.833333333,0.833333333,0,0,1
Hispanic,Male,78,1302,2151,2.51,1,4,0,2,0,2,4,0.5,0.5,0,2,1
Hispanic,Female,75,999,2151,3.92,1,2,0,1,1,1,2,0.5,0.5,0,0,0
Multi,Male,51,1300,2151,0.94,0,1,0,0,0,1,1,1,1,0,0,0
Multi,Female,80,1066,2151,3.34,0,2,0,0,1,2,2,1,1,0,0,0
Multi,Female,74,1552,2151,2.31,1,2,0,1,1,1,2,0.5,0.5,0,1,0
Hispanic,Female,83,1365,2151,3.8,1,3,1,1,1,1,2,0.333333333,0.5,0.333333333,0,0
Multi,Female,89,1002,2131,1.3,0,4,2,0,1,2,2,0.5,1,0.5,0,0
White,Male,85,1073,2151,2.75,1,5,0,1,0,4,5,0.8,0.8,0,0,1
Asian,Male,97,941,2151,2.03,1,1,1,0,0,0,0,0,NA,1,0,0
Multi,Male,87,1168,2151,1.01,0,4,0,0,2,4,4,1,1,0,0,1
Asian,Male,73,1267,2151,1.07,0,2,0,1,1,1,2,0.5,0.5,0,0,0
White,Female,85,1357,2151,1.83,1,2,0,2,0,0,2,0,0,0,0,0
Asian,Female,54,1298,2151,1.06,0,6,0,1,1,5,6,0.833333333,0.833333333,0,2,1
Asian,Male,79,1107,2151,3.93,1,4,0,1,0,3,4,0.75,0.75,0,0,1
Afram,Female,70,1128,2151,0.76,0,3,0,2,0,1,3,0.333333333,0.333333333,0,1,1
Afram,Female,71,1286,2151,3.87,1,3,0,2,1,1,3,0.333333333,0.333333333,0,0,1
Asian,Female,67,1002,2151,3.56,1,5,2,1,0,2,3,0.4,0.666666667,0.4,1,1
Multi,Female,71,1347,2131,0.76,0,3,2,0,0,1,1,0.333333333,1,0.666666667,0,0
Hispanic,Male,82,964,2151,3.51,1,4,0,1,2,3,4,0.75,0.75,0,1,1
White,Female,83,1258,2151,2.19,1,2,0,0,1,2,2,1,1,0,0,0
Asian,Male,95,1080,2151,2.74,1,4,0,1,2,3,4,0.75,0.75,0,0,1
White,Male,96,1484,2151,3.88,1,4,1,1,0,2,3,0.5,0.666666667,0.25,1,1
Asian,Female,60,1484,2151,2.17,1,4,0,2,0,2,4,0.5,0.5,0,1,1
Hispanic,Female,78,964,2151,3.61,1,4,0,2,0,2,4,0.5,0.5,0,2,1
Afram,Male,96,1137,2151,1.75,1,5,0,3,1,2,5,0.4,0.4,0,2,1
Hispanic,Female,77,1537,2151,1.54,0,4,0,2,2,2,4,0.5,0.5,0,0,1
Multi,Female,70,1239,2151,1.73,1,4,1,3,0,0,3,0,0,0.25,0,1
Afram,Female,72,1509,2151,1.77,1,3,1,1,0,1,2,0.333333333,0.5,0.333333333,1,0
Asian,Male,85,1380,2151,3.76,1,4,0,3,0,1,4,0.25,0.25,0,0,1
White,Female,73,1413,2151,2.09,1,2,1,0,1,1,1,0.5,1,0.5,0,0
Hispanic,Male,71,1569,2151,3.17,1,6,1,1,1,4,5,0.666666667,0.8,0.166666667,0,1
Asian,Female,74,1207,2151,3.38,0,6,1,2,1,3,5,0.5,0.6,0.166666667,0,1
Multi,Female,60,1282,2151,1.35,1,4,1,1,0,2,3,0.5,0.666666667,0.25,0,1
Afram,Female,52,1500,2151,1.16,0,5,0,3,1,2,5,0.4,0.4,0,0,1
Asian,Female,81,912,2151,1.72,0,2,0,0,1,2,2,1,1,0,0,0
White,Female,71,1440,2151,2.16,1,1,0,0,0,1,1,1,1,0,1,0
White,Male,77,1050,2151,1.53,0,3,0,3,0,0,3,0,0,0,1,1
White,Male,70,1139,2151,1.62,1,1,0,0,0,1,1,1,1,0,0,0
Afram,Male,98,1019,2131,3.61,1,3,1,0,1,2,2,0.666666667,1,0.333333333,3,0
White,Female,71,1596,2151,0.51,0,4,0,2,1,2,4,0.5,0.5,0,1,1
White,Male,80,1530,2151,1.27,0,3,0,0,0,3,3,1,1,0,0,1
Hispanic,Male,59,1322,2151,1.79,0,2,0,0,1,2,2,1,1,0,0,0
Afram,Female,75,1581,2151,1.43,0,2,1,1,0,0,1,0,0,0.5,0,0
Asian,Male,58,972,2151,3.48,1,1,1,0,0,0,0,0,NA,1,0,0
Multi,Female,92,1061,2151,3.59,1,5,0,2,1,3,5,0.6,0.6,0,1,1
Afram,Male,79,1465,2151,0.63,1,4,1,0,0,3,3,0.75,1,0.25,2,1
Multi,Male,58,1133,2151,2.69,1,1,0,1,0,0,1,0,0,0,0,0
White,Male,56,1160,2151,1.72,1,4,0,1,0,3,4,0.75,0.75,0,1,1
Afram,Male,53,1360,2151,0.79,0,3,1,0,0,2,2,0.666666667,1,0.333333333,0,0
White,Male,91,1178,2131,2.94,1,2,2,0,0,0,0,0,NA,1,1,0
Multi,Female,90,1330,2151,3.71,1,6,0,2,2,4,6,0.666666667,0.666666667,0,2,1
Multi,Female,86,1060,2151,3.65,1,5,1,1,2,3,4,0.6,0.75,0.2,1,1
Afram,Male,62,1145,2151,3.91,1,2,0,1,0,1,2,0.5,0.5,0,1,0
Asian,Male,93,1468,2151,3.1,1,3,0,2,0,1,3,0.333333333,0.333333333,0,0,1
Hispanic,Male,69,1204,2151,1.89,0,3,0,2,0,1,3,0.333333333,0.333333333,0,1,1
Afram,Female,68,1138,2151,2.27,1,5,1,0,1,4,4,0.8,1,0.2,0,1
Hispanic,Female,75,965,2151,1.05,1,2,0,1,1,1,2,0.5,0.5,0,0,0
Hispanic,Female,93,1292,2151,1.34,1,3,0,1,2,2,3,0.666666667,0.666666667,0,0,1
Afram,Female,75,1258,2151,3.9,1,3,0,0,1,3,3,1,1,0,0,1
Multi,Male,59,1592,2151,3.63,1,4,1,1,2,2,3,0.5,0.666666667,0.25,0,1
Asian,Female,87,1289,2151,1.4,1,5,4,1,0,0,1,0,0,0.8,0,0
Afram,Male,57,1307,2151,3.77,1,4,1,1,2,2,3,0.5,0.666666667,0.25,0,1
White,Female,73,1201,2151,1.65,1,4,2,1,0,1,2,0.25,0.5,0.5,1,0
Asian,Male,68,1414,2151,1.3,0,3,0,1,0,2,3,0.666666667,0.666666667,0,1,1
Asian,Female,73,1037,2151,1.98,1,4,1,1,1,2,3,0.5,0.666666667,0.25,0,1
Afram,Male,80,1016,2151,3.28,0,2,0,0,0,2,2,1,1,0,0,0
Multi,Male,91,1262,2151,3.92,1,3,3,0,0,0,0,0,NA,1,1,0
White,Female,80,1391,2151,2.43,1,3,0,2,0,1,3,0.333333333,0.333333333,0,1,1
Asian,Female,71,1529,2151,0.99,0,8,1,1,1,6,7,0.75,0.857142857,0.125,0,1
Asian,Male,72,1190,2151,3.63,1,2,0,1,1,1,2,0.5,0.5,0,0,0
Multi,Male,93,1020,2131,1.57,1,2,0,0,1,2,2,1,1,0,1,0
White,Male,61,1148,2151,2.46,1,4,1,1,1,2,3,0.5,0.666666667,0.25,1,1
Afram,Male,56,1508,2151,2.78,1,4,1,2,0,1,3,0.25,0.333333333,0.25,1,1
Hispanic,Male,97,1012,2151,1.31,1,2,0,0,2,2,2,1,1,0,0,0
White,Male,91,1251,2151,2.08,1,2,1,0,0,1,1,0.5,1,0.5,0,0
Hispanic,Male,85,1063,2151,3.62,1,3,1,1,1,1,2,0.333333333,0.5,0.333333333,0,0
Asian,Female,72,1238,2151,0.97,1,4,0,2,1,2,4,0.5,0.5,0,1,1
White,Male,80,1007,2151,2.04,1,3,0,0,1,3,3,1,1,0,1,1
Multi,Male,85,1010,2151,2.18,1,4,2,0,0,2,2,0.5,1,0.5,0,0
Hispanic,Female,80,1339,2151,1.25,1,6,1,3,1,2,5,0.333333333,0.4,0.166666667,2,1
White,Male,73,931,2151,0.8,0,4,1,2,1,1,3,0.25,0.333333333,0.25,0,1
Afram,Male,98,1343,2131,2.25,1,3,0,0,1,3,3,1,1,0,0,1
Asian,Female,92,1218,2131,2.2,1,3,1,0,0,2,2,0.666666667,1,0.333333333,1,0
Afram,Female,64,1303,2151,2.8,1,4,0,0,2,4,4,1,1,0,1,1
Asian,Female,74,1381,2151,0.6,0,3,0,0,2,3,3,1,1,0,0,1
Hispanic,Male,79,1255,2151,2.82,1,4,0,2,2,2,4,0.5,0.5,0,0,1
Asian,Female,56,1387,2151,3.42,1,3,0,0,0,3,3,1,1,0,0,1
Multi,Male,62,1311,2151,0.94,0,4,0,1,1,3,4,0.75,0.75,0,0,1
Hispanic,Female,69,1476,2151,0.53,1,2,0,1,0,1,2,0.5,0.5,0,0,0
Multi,Male,86,1295,2151,3.59,1,5,2,0,1,3,3,0.6,1,0.4,1,1
White,Male,91,1267,2151,3.78,1,2,0,1,1,1,2,0.5,0.5,0,0,0
Afram,Male,80,1367,2151,0.98,0,2,0,1,0,1,2,0.5,0.5,0,0,0
Hispanic,Female,79,1390,2151,3.15,1,5,2,3,0,0,3,0,0,0.4,1,1
Afram,Male,96,1271,2151,2.87,1,4,0,2,1,2,4,0.5,0.5,0,0,1
Afram,Male,58,1168,2151,0.91,0,4,1,0,2,3,3,0.75,1,0.25,0,1
Hispanic,Female,57,1377,2151,3.94,1,5,1,2,1,2,4,0.4,0.5,0.2,1,1
Hispanic,Male,69,1379,2151,3.77,1,3,1,1,1,1,2,0.333333333,0.5,0.333333333,0,0
White,Female,74,927,2151,1.04,0,2,0,2,0,0,2,0,0,0,0,0
White,Female,66,1070,2151,2.14,1,5,0,3,1,2,5,0.4,0.4,0,0,1
White,Male,56,1521,2151,2.71,1,2,0,0,0,2,2,1,1,0,0,0
Multi,Male,91,1343,2151,0.98,1,5,2,0,1,3,3,0.6,1,0.4,0,1
Afram,Male,72,1438,2151,3.71,1,3,0,1,1,2,3,0.666666667,0.666666667,0,1,1
Afram,Female,78,1509,2151,3.01,1,1,0,1,0,0,1,0,0,0,0,0
Asian,Female,77,1005,2131,2.48,1,2,0,0,2,2,2,1,1,0,1,0
Multi,Female,73,1390,2151,0.52,0,4,1,2,0,1,3,0.25,0.333333333,0.25,1,1
Asian,Male,96,955,2151,2.31,1,4,1,1,0,2,3,0.5,0.666666667,0.25,1,1
Asian,Male,59,1600,2151,2.76,1,4,0,0,3,4,4,1,1,0,1,1
Asian,Male,77,1556,2151,3.11,1,4,1,1,2,2,3,0.5,0.666666667,0.25,0,1
Afram,Female,59,1379,2151,2.37,1,4,1,2,1,1,3,0.25,0.333333333,0.25,0,1
Asian,Male,53,988,2151,1.75,0,5,1,1,1,3,4,0.6,0.75,0.2,2,1
Multi,Male,59,901,2151,1.44,1,2,0,0,1,2,2,1,1,0,0,0
Asian,Male,97,1464,2151,3.06,1,2,0,0,1,2,2,1,1,0,2,0
White,Male,56,1566,2151,2.01,1,2,0,0,0,2,2,1,1,0,0,0
Asian,Female,82,1355,2151,1.43,0,2,1,1,0,0,1,0,0,0.5,0,0
Hispanic,Male,70,1492,2131,3.52,1,4,2,0,1,2,2,0.5,1,0.5,0,0
White,Female,64,1345,2151,3.35,0,3,0,1,1,2,3,0.666666667,0.666666667,0,2,1
Multi,Female,63,918,2151,2.9,1,1,0,1,0,0,1,0,0,0,0,0
Multi,Female,84,1541,2151,1.67,0,3,1,1,0,1,2,0.333333333,0.5,0.333333333,0,0
Multi,Male,62,1303,2151,2.04,1,9,1,3,1,5,8,0.555555556,0.625,0.111111111,2,1
Asian,Male,100,978,2151,0.72,1,4,0,1,0,3,4,0.75,0.75,0,1,1
Afram,Male,76,1026,2151,2.44,1,6,2,1,0,3,4,0.5,0.75,0.333333333,0,1
Afram,Male,77,1273,2151,2.82,1,2,0,0,0,2,2,1,1,0,0,0
White,Female,53,1113,2151,1.93,0,3,0,0,1,3,3,1,1,0,1,1
Asian,Female,98,1503,2151,3.71,1,4,1,1,1,2,3,0.5,0.666666667,0.25,1,1
Afram,Male,72,1317,2151,2.16,1,5,0,4,0,1,5,0.2,0.2,0,1,1
Hispanic,Female,75,1564,2131,3.02,1,2,0,0,0,2,2,1,1,0,0,0
Hispanic,Male,70,958,2151,1.04,0,3,1,2,0,0,2,0,0,0.333333333,1,0
Afram,Male,87,1342,2151,1.27,1,3,0,0,3,3,3,1,1,0,0,1
White,Male,65,1068,2151,0.51,1,3,0,1,1,2,3,0.666666667,0.666666667,0,1,1
White,Female,73,1277,2151,1.78,1,2,0,1,0,1,2,0.5,0.5,0,0,0
Afram,Male,72,1306,2151,0.52,0,4,1,3,0,0,3,0,0,0.25,0,1
Asian,Male,70,1211,2151,1.5,0,5,2,2,0,1,3,0.2,0.333333333,0.4,1,1
Afram,Female,78,1130,2151,3.55,1,2,0,1,1,1,2,0.5,0.5,0,0,0
Hispanic,Male,99,1535,2151,2.61,1,2,1,0,0,1,1,0.5,1,0.5,0,0
Hispanic,Male,89,1476,2151,1.55,0,4,0,1,0,3,4,0.75,0.75,0,1,1
Asian,Female,55,955,2151,2.54,1,5,1,2,0,2,4,0.4,0.5,0.2,0,1
Hispanic,Female,81,1031,2131,3.34,0,2,1,0,0,1,1,0.5,1,0.5,0,0
Afram,Male,80,1120,2151,0.64,0,3,1,0,1,2,2,0.666666667,1,0.333333333,2,0
Afram,Male,77,1272,2151,0.7,0,4,2,0,1,2,2,0.5,1,0.5,0,0
Afram,Male,95,916,2151,1.95,1,4,2,1,0,1,2,0.25,0.5,0.5,0,0
Hispanic,Female,86,1192,2151,1.74,0,5,0,3,1,2,5,0.4,0.4,0,1,1
Hispanic,Female,95,1262,2151,3.7,1,9,0,3,2,6,9,0.666666667,0.666666667,0,2,1
White,Female,78,1330,2151,2.54,1,3,0,1,1,2,3,0.666666667,0.666666667,0,2,1
White,Male,75,1253,2151,1.1,1,1,0,0,1,1,1,1,1,0,1,0
Asian,Male,70,1031,2151,1.65,1,6,3,1,1,2,3,0.333333333,0.666666667,0.5,2,1
Multi,Male,91,1395,2151,2.61,1,1,0,0,0,1,1,1,1,0,0,0
Asian,Male,82,1238,2151,0.84,0,7,0,4,1,3,7,0.428571429,0.428571429,0,0,1
Afram,Female,66,1172,2131,1.04,0,3,2,0,0,1,1,0.333333333,1,0.666666667,0,0
Asian,Female,74,1209,2151,0.61,0,3,0,0,2,3,3,1,1,0,0,1
Asian,Female,83,1573,2151,1.69,0,2,0,1,0,1,2,0.5,0.5,0,0,0
Multi,Female,67,1089,2151,0.93,0,8,0,5,1,3,8,0.375,0.375,0,1,1
Multi,Male,79,1216,2151,2.87,1,1,0,0,0,1,1,1,1,0,1,0
Hispanic,Female,57,1489,2151,3.7,1,5,0,2,1,3,5,0.6,0.6,0,1,1
